cos_day,rh_7d,rh_3d,RH2M,rh_lag_2,rh_lag_7,high_humidity,WS10M,wind_3d,sin_day,rh_lag_3,rain_14d,T2M,temp_lag_7,rain_lag_3,PRECTOTCORR,rain_3d,rain_7d,temp_range,rain_lag_1,month,date,target_3d,target_5d,target_7d,target_score_5d
0.9088176373395028,69.71428571428571,68.27,64.18,73.17,70.12,0,3.85,4.84,0.4171936026123168,71.98,0.0,25.34,24.6,0.0,0.0,0.0,0.0,0.4800000000000004,0.0,1,2005-01-25,0.0,0.0,0.0,0.0016630394612573
0.901501684131884,70.36999999999999,66.85000000000001,68.91,67.46,64.32,0,4.16,4.296666666666667,0.4327755925504312,73.17,0.0,25.61,24.98,0.0,0.0,0.0,0.0,0.8099999999999987,0.0,1,2005-01-26,0.0,0.0,0.0,0.0016630394612573
0.893918596519257,70.62285714285714,68.56333333333333,72.6,64.18,70.83,0,4.58,4.196666666666666,0.4482293417404106,67.46,0.13,25.55,25.84,0.0,0.13,0.13,0.13,0.3100000000000023,0.0,1,2005-01-27,0.0,0.0,0.0,0.3016630394612573
0.886070621534138,71.24714285714286,73.98,80.43,68.91,76.06,1,5.29,4.676666666666667,0.4635502709028509,64.18,1.34,24.55,26.51,0.0,1.21,1.34,1.34,1.0600000000000025,0.13,1,2005-01-28,0.0,0.0,0.0,0.3016630394612573
0.8779600847008882,71.44285714285714,75.46,73.35,72.6,71.98,0,6.14,5.336666666666666,0.4787338401157884,68.91,1.35,24.34,26.18,0.0,0.01,1.35,1.35,0.3000000000000007,1.21,1,2005-01-29,0.0,0.0,0.0,0.3015028949205436
0.869589389346611,70.35428571428571,73.11,65.55,80.43,73.17,0,5.81,5.746666666666666,0.4937755501599771,72.6,1.35,24.44,25.05,0.13,0.0,1.2199999999999998,1.35,0.5799999999999983,0.01,1,2005-01-30,0.0,0.0,0.0,0.3000123188108241
0.8609610158889943,70.4042857142857,68.90333333333332,67.81,73.35,67.46,0,6.77,6.239999999999999,0.5086709438521044,80.43,1.35,24.81,24.99,1.21,0.0,0.0099999999999997,1.35,1.41,0.0,1,2005-01-31,0.0,0.0,0.0,0.3
0.8520775211013093,70.70714285714286,66.55333333333334,66.3,65.55,64.18,0,6.54,6.373333333333332,0.5234156073655503,73.35,1.35,25.26,25.34,0.01,0.0,0.0,1.35,1.0300000000000011,0.0,2,2005-02-01,0.0,0.0,0.0,0.0
0.8429415373547828,69.9057142857143,65.80333333333333,63.3,67.81,68.91,0,4.88,6.0633333333333335,0.5380051715382996,65.55,1.35,25.77,25.61,0.0,0.0,0.0,1.35,1.1099999999999994,0.0,2,2005-02-02,0.0,0.0,0.0,0.3
0.8335557718385699,69.12714285714286,65.58333333333333,67.15,66.3,72.6,0,3.8,5.073333333333333,0.5524353131676196,67.81,1.35,25.25,25.55,0.0,0.0,0.0,1.2199999999999998,0.5399999999999991,0.0,2,2005-02-03,0.0,0.0,1.0,0.3
0.8239230057575542,68.10571428571428,67.91,73.28,63.3,80.43,0,2.91,3.863333333333333,0.5667017562911176,66.3,1.35,25.05,24.55,0.0,0.0,0.0,0.0099999999999997,0.5300000000000011,0.0,2,2005-02-04,0.0,0.0,1.0,0.3
